path,title,created-on,last-modified
https://www.zu.ac.ae/main/files/contents/research/research_standing_committee/Minutes_12_March_08.docx,Minutes_12_March_08.docx,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/research_standing_committee/Minutes_5_December_07.docx,Minutes_5_December_07.docx,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/research_standing_committee/ResearchSurveyDec08.doc,ResearchSurveyDec08.doc,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/research_standing_committee/Minutes_24_October_07.docx,Minutes_24_October_07.docx,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/research_policies/ACA-RES-04ApprovalofExternalRequestsProcedures26june2007.doc,ACA-RES-04ApprovalofExternalRequestsProcedures26june2007.doc,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/research_policies/ACA-RES-01PublicandPrivateSupportPolicy18Mar07.doc,ACA-RES-01PublicandPrivateSupportPolicy18Mar07.doc,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/research_policies/ACA-RES-01PublicandPrivateSupportProcedures26june2007.doc,ACA-RES-01PublicandPrivateSupportProcedures26june2007.doc,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/research_policies/ACA-RES-02Policy5August2009.pdf,ACA-RES-02Policy5August2009.pdf,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/research_policies/ACA-RES-02Procedures5August2009.pdf,ACA-RES-02Procedures5August2009.pdf,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/research_policies/ACA-RES-03IntellectualPropertyPolicy18Mar07.doc,ACA-RES-03IntellectualPropertyPolicy18Mar07.doc,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/research_policies/ACA-RES-04ApprovalofExternalRequestsPolicy18Mar07.doc,ACA-RES-04ApprovalofExternalRequestsPolicy18Mar07.doc,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/publications/2006-2007Archive.jpg,2006-2007Archive.jpg,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/publications/22b.jpg,22b.jpg,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/publications/GeneticsconferenceInvitation.png,GeneticsconferenceInvitation.png,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/policies/ACA-RES-02Policy5August2009.pdf,ACA-RES-02Policy5August2009.pdf,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/policies/ACA-RES-01PublicandPrivateSupportProcedures26june2007.doc,ACA-RES-01PublicandPrivateSupportProcedures26june2007.doc,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/policies/ACA-RES-01PublicandPrivateSupportPolicy18Mar07.doc,ACA-RES-01PublicandPrivateSupportPolicy18Mar07.doc,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/policies/ACA-RES-04ApprovalofExternalRequestsProcedures26june2007.doc,ACA-RES-04ApprovalofExternalRequestsProcedures26june2007.doc,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/policies/ACA-RES-04ApprovalofExternalRequestsPolicy18Mar07.doc,ACA-RES-04ApprovalofExternalRequestsPolicy18Mar07.doc,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/policies/ACA-RES-03IntellectualPropertyPolicy18Mar07.doc,ACA-RES-03IntellectualPropertyPolicy18Mar07.doc,7/6/2015 8:27,7/6/2015 8:27
